"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2011","2011","009","9 years","114","2nd class","Number","1355"
"EDA42","Primary Pupils","2011","2011","009","9 years","115","3rd class","Number","36296"
"EDA42","Primary Pupils","2011","2011","009","9 years","116","4th class","Number","23155"
"EDA42","Primary Pupils","2011","2011","009","9 years","117","5th class","Number","32"
"EDA42","Primary Pupils","2011","2011","009","9 years","118","6th class","Number","1"
"EDA42","Primary Pupils","2011","2011","009","9 years","121","Pupils with special needs in mainstream national schools","Number","1110"
"EDA42","Primary Pupils","2011","2011","009","9 years","122","Pupils in special national schools","Number","438"
"EDA42","Primary Pupils","2011","2011","009","9 years","130","Pupils in private primary schools","Number","659"
"EDA42","Primary Pupils","2011","2011","010","10 years","1","All first level school programmes","Number","61023"
"EDA42","Primary Pupils","2011","2011","010","10 years","11","All mainstream national school programmes","Number","58716"
"EDA42","Primary Pupils","2011","2011","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","60404"
"EDA42","Primary Pupils","2011","2011","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2011","2011","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2011","2011","010","10 years","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","010","10 years","114","2nd class","Number","21"
"EDA42","Primary Pupils","2011","2011","010","10 years","115","3rd class","Number","1359"
"EDA42","Primary Pupils","2011","2011","010","10 years","116","4th class","Number","34914"
"EDA42","Primary Pupils","2011","2011","010","10 years","117","5th class","Number","22390"
"EDA42","Primary Pupils","2011","2011","010","10 years","118","6th class","Number","32"
"EDA42","Primary Pupils","2011","2011","010","10 years","121","Pupils with special needs in mainstream national schools","Number","1170"
"EDA42","Primary Pupils","2011","2011","010","10 years","122","Pupils in special national schools","Number","518"
"EDA42","Primary Pupils","2011","2011","010","10 years","130","Pupils in private primary schools","Number","619"
"EDA42","Primary Pupils","2011","2011","011","11 years","1","All first level school programmes","Number","61023"
"EDA42","Primary Pupils","2011","2011","011","11 years","11","All mainstream national school programmes","Number","58678"
"EDA42","Primary Pupils","2011","2011","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","60313"
"EDA42","Primary Pupils","2011","2011","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2011","2011","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2011","2011","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","011","11 years","114","2nd class","Number","1"
"EDA42","Primary Pupils","2011","2011","011","11 years","115","3rd class","Number","32"
"EDA42","Primary Pupils","2011","2011","011","11 years","116","4th class","Number","1468"
"EDA42","Primary Pupils","2011","2011","011","11 years","117","5th class","Number","34608"
"EDA42","Primary Pupils","2011","2011","011","11 years","118","6th class","Number","22569"
"EDA42","Primary Pupils","2011","2011","011","11 years","121","Pupils with special needs in mainstream national schools","Number","1109"
"EDA42","Primary Pupils","2011","2011","011","11 years","122","Pupils in special national schools","Number","526"
"EDA42","Primary Pupils","2011","2011","011","11 years","130","Pupils in private primary schools","Number","710"
"EDA42","Primary Pupils","2011","2011","012","12 years","1","All first level school programmes","Number","38114"
"EDA42","Primary Pupils","2011","2011","012","12 years","11","All mainstream national school programmes","Number","36310"
"EDA42","Primary Pupils","2011","2011","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","37657"
"EDA42","Primary Pupils","2011","2011","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2011","2011","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2011","2011","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2011","2011","012","12 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2011","2011","012","12 years","116","4th class","Number","29"
"EDA42","Primary Pupils","2011","2011","012","12 years","117","5th class","Number","1490"
"EDA42","Primary Pupils","2011","2011","012","12 years","118","6th class","Number","34791"
"EDA42","Primary Pupils","2011","2011","012","12 years","121","Pupils with special needs in mainstream national schools","Number","798"
"EDA42","Primary Pupils","2011","2011","012","12 years","122","Pupils in special national schools","Number","549"
"EDA42","Primary Pupils","2011","2011","012","12 years","130","Pupils in private primary schools","Number","457"
"EDA42","Primary Pupils","2011","2011","013","13 years","1","All first level school programmes","Number","2402"
"EDA42","Primary Pupils","2011","2011","013","13 years","11","All mainstream national school programmes","Number","1588"
"EDA42","Primary Pupils","2011","2011","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","2379"
"EDA42","Primary Pupils","2011","2011","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2011","2011","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2011","2011","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2011","2011","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2011","2011","013","13 years","116","4th class","Number","1"
"EDA42","Primary Pupils","2011","2011","013","13 years","117","5th class","Number","23"
"EDA42","Primary Pupils","2011","2011","013","13 years","118","6th class","Number","1564"
"EDA42","Primary Pupils","2011","2011","013","13 years","121","Pupils with special needs in mainstream national schools","Number","156"
"EDA42","Primary Pupils","2011","2011","013","13 years","122","Pupils in special national schools","Number","635"
"EDA42","Primary Pupils","2011","2011","013","13 years","130","Pupils in private primary schools","Number","23"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","1","All first level school programmes","Number","26408"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","11","All mainstream national school programmes","Number","25022"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","25797"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","111","Junior infants","Number","25016"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","112","Senior infants","Number","6"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2011","2011","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","555"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","122","Pupils in special national schools","Number","220"
"EDA42","Primary Pupils","2011","2011","237","4 years and under","130","Pupils in private primary schools","Number","611"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","1","All first level school programmes","Number","3032"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","11","All mainstream national school programmes","Number","33"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3030"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","115","3rd class","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","116","4th class","Number",""
"EDA42","Primary Pupils","2011","2011","283","14 years and over","117","5th class","Number","1"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","118","6th class","Number","32"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","121","Pupils with special needs in mainstream national schools","Number","37"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","122","Pupils in special national schools","Number","2960"
"EDA42","Primary Pupils","2011","2011","283","14 years and over","130","Pupils in private primary schools","Number","2"
"EDA42","Primary Pupils","2011","2011","-","All ages","1","All first level school programmes","Number","514852"
"EDA42","Primary Pupils","2011","2011","-","All ages","11","All mainstream national school programmes","Number","492742"
"EDA42","Primary Pupils","2011","2011","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","509652"
"EDA42","Primary Pupils","2011","2011","-","All ages","111","Junior infants","Number","63784"
"EDA42","Primary Pupils","2011","2011","-","All ages","112","Senior infants","Number","63782"
"EDA42","Primary Pupils","2011","2011","-","All ages","113","1st class","Number","64134"
"EDA42","Primary Pupils","2011","2011","-","All ages","114","2nd class","Number","62416"
"EDA42","Primary Pupils","2011","2011","-","All ages","115","3rd class","Number","61487"
"EDA42","Primary Pupils","2011","2011","-","All ages","116","4th class","Number","59605"
"EDA42","Primary Pupils","2011","2011","-","All ages","117","5th class","Number","58545"
"EDA42","Primary Pupils","2011","2011","-","All ages","118","6th class","Number","58989"
"EDA42","Primary Pupils","2011","2011","-","All ages","121","Pupils with special needs in mainstream national schools","Number","9732"
"EDA42","Primary Pupils","2011","2011","-","All ages","122","Pupils in special national schools","Number","7178"
"EDA42","Primary Pupils","2011","2011","-","All ages","130","Pupils in private primary schools","Number","5200"
"EDA42","Primary Pupils","2012","2012","005","5 years","1","All first level school programmes","Number","66374"
"EDA42","Primary Pupils","2012","2012","005","5 years","11","All mainstream national school programmes","Number","65280"
"EDA42","Primary Pupils","2012","2012","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","65870"
"EDA42","Primary Pupils","2012","2012","005","5 years","111","Junior infants","Number","41126"
"EDA42","Primary Pupils","2012","2012","005","5 years","112","Senior infants","Number","24123"
"EDA42","Primary Pupils","2012","2012","005","5 years","113","1st class","Number","31"
"EDA42","Primary Pupils","2012","2012","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","005","5 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","005","5 years","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","005","5 years","117","5th class","Number",""
"EDA42","Primary Pupils","2012","2012","005","5 years","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","005","5 years","121","Pupils with special needs in mainstream national schools","Number","336"
"EDA42","Primary Pupils","2012","2012","005","5 years","122","Pupils in special national schools","Number","254"
"EDA42","Primary Pupils","2012","2012","005","5 years","130","Pupils in private primary schools","Number","504"
"EDA42","Primary Pupils","2012","2012","006","6 years","1","All first level school programmes","Number","64763"
"EDA42","Primary Pupils","2012","2012","006","6 years","11","All mainstream national school programmes","Number","63496"
"EDA42","Primary Pupils","2012","2012","006","6 years","110","All first level education institutions aided by the Department of Education and Skills","Number","64193"
"EDA42","Primary Pupils","2012","2012","006","6 years","111","Junior infants","Number","833"
"EDA42","Primary Pupils","2012","2012","006","6 years","112","Senior infants","Number","38792"
"EDA42","Primary Pupils","2012","2012","006","6 years","113","1st class","Number","23833"
"EDA42","Primary Pupils","2012","2012","006","6 years","114","2nd class","Number","38"
"EDA42","Primary Pupils","2012","2012","006","6 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","006","6 years","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","006","6 years","117","5th class","Number",""
"EDA42","Primary Pupils","2012","2012","006","6 years","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","006","6 years","121","Pupils with special needs in mainstream national schools","Number","370"
"EDA42","Primary Pupils","2012","2012","006","6 years","122","Pupils in special national schools","Number","327"
"EDA42","Primary Pupils","2012","2012","006","6 years","130","Pupils in private primary schools","Number","570"
"EDA42","Primary Pupils","2012","2012","007","7 years","1","All first level school programmes","Number","66079"
"EDA42","Primary Pupils","2012","2012","007","7 years","11","All mainstream national school programmes","Number","64808"
"EDA42","Primary Pupils","2012","2012","007","7 years","110","All first level education institutions aided by the Department of Education and Skills","Number","65489"
"EDA42","Primary Pupils","2012","2012","007","7 years","111","Junior infants","Number","17"
"EDA42","Primary Pupils","2012","2012","007","7 years","112","Senior infants","Number","1138"
"EDA42","Primary Pupils","2012","2012","007","7 years","113","1st class","Number","39168"
"EDA42","Primary Pupils","2012","2012","007","7 years","114","2nd class","Number","24454"
"EDA42","Primary Pupils","2012","2012","007","7 years","115","3rd class","Number","31"
"EDA42","Primary Pupils","2012","2012","007","7 years","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","007","7 years","117","5th class","Number",""
"EDA42","Primary Pupils","2012","2012","007","7 years","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","007","7 years","121","Pupils with special needs in mainstream national schools","Number","334"
"EDA42","Primary Pupils","2012","2012","007","7 years","122","Pupils in special national schools","Number","347"
"EDA42","Primary Pupils","2012","2012","007","7 years","130","Pupils in private primary schools","Number","590"
"EDA42","Primary Pupils","2012","2012","008","8 years","1","All first level school programmes","Number","64892"
"EDA42","Primary Pupils","2012","2012","008","8 years","11","All mainstream national school programmes","Number","63545"
"EDA42","Primary Pupils","2012","2012","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","64287"
"EDA42","Primary Pupils","2012","2012","008","8 years","111","Junior infants","Number","1"
"EDA42","Primary Pupils","2012","2012","008","8 years","112","Senior infants","Number","20"
"EDA42","Primary Pupils","2012","2012","008","8 years","113","1st class","Number","1102"
"EDA42","Primary Pupils","2012","2012","008","8 years","114","2nd class","Number","38581"
"EDA42","Primary Pupils","2012","2012","008","8 years","115","3rd class","Number","23796"
"EDA42","Primary Pupils","2012","2012","008","8 years","116","4th class","Number","45"
"EDA42","Primary Pupils","2012","2012","008","8 years","117","5th class","Number",""
"EDA42","Primary Pupils","2012","2012","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","008","8 years","121","Pupils with special needs in mainstream national schools","Number","302"
"EDA42","Primary Pupils","2012","2012","008","8 years","122","Pupils in special national schools","Number","440"
"EDA42","Primary Pupils","2012","2012","008","8 years","130","Pupils in private primary schools","Number","605"
"EDA42","Primary Pupils","2012","2012","009","9 years","1","All first level school programmes","Number","64541"
"EDA42","Primary Pupils","2012","2012","009","9 years","11","All mainstream national school programmes","Number","63034"
"EDA42","Primary Pupils","2012","2012","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","63861"
"EDA42","Primary Pupils","2012","2012","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","009","9 years","112","Senior infants","Number","1"
"EDA42","Primary Pupils","2012","2012","009","9 years","113","1st class","Number","16"
"EDA42","Primary Pupils","2012","2012","009","9 years","114","2nd class","Number","1375"
"EDA42","Primary Pupils","2012","2012","009","9 years","115","3rd class","Number","37791"
"EDA42","Primary Pupils","2012","2012","009","9 years","116","4th class","Number","23807"
"EDA42","Primary Pupils","2012","2012","009","9 years","117","5th class","Number","44"
"EDA42","Primary Pupils","2012","2012","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","009","9 years","121","Pupils with special needs in mainstream national schools","Number","322"
"EDA42","Primary Pupils","2012","2012","009","9 years","122","Pupils in special national schools","Number","505"
"EDA42","Primary Pupils","2012","2012","009","9 years","130","Pupils in private primary schools","Number","680"
"EDA42","Primary Pupils","2012","2012","010","10 years","1","All first level school programmes","Number","63057"
"EDA42","Primary Pupils","2012","2012","010","10 years","11","All mainstream national school programmes","Number","61579"
"EDA42","Primary Pupils","2012","2012","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","62394"
"EDA42","Primary Pupils","2012","2012","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2012","2012","010","10 years","113","1st class","Number","1"
"EDA42","Primary Pupils","2012","2012","010","10 years","114","2nd class","Number","29"
"EDA42","Primary Pupils","2012","2012","010","10 years","115","3rd class","Number","1497"
"EDA42","Primary Pupils","2012","2012","010","10 years","116","4th class","Number","36742"
"EDA42","Primary Pupils","2012","2012","010","10 years","117","5th class","Number","23263"
"EDA42","Primary Pupils","2012","2012","010","10 years","118","6th class","Number","47"
"EDA42","Primary Pupils","2012","2012","010","10 years","121","Pupils with special needs in mainstream national schools","Number","329"
"EDA42","Primary Pupils","2012","2012","010","10 years","122","Pupils in special national schools","Number","486"
"EDA42","Primary Pupils","2012","2012","010","10 years","130","Pupils in private primary schools","Number","663"
"EDA42","Primary Pupils","2012","2012","011","11 years","1","All first level school programmes","Number","60782"
"EDA42","Primary Pupils","2012","2012","011","11 years","11","All mainstream national school programmes","Number","59465"
"EDA42","Primary Pupils","2012","2012","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","60348"
"EDA42","Primary Pupils","2012","2012","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2012","2012","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2012","2012","011","11 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","011","11 years","115","3rd class","Number","27"
"EDA42","Primary Pupils","2012","2012","011","11 years","116","4th class","Number","1365"
"EDA42","Primary Pupils","2012","2012","011","11 years","117","5th class","Number","35544"
"EDA42","Primary Pupils","2012","2012","011","11 years","118","6th class","Number","22529"
"EDA42","Primary Pupils","2012","2012","011","11 years","121","Pupils with special needs in mainstream national schools","Number","327"
"EDA42","Primary Pupils","2012","2012","011","11 years","122","Pupils in special national schools","Number","556"
"EDA42","Primary Pupils","2012","2012","011","11 years","130","Pupils in private primary schools","Number","434"
"EDA42","Primary Pupils","2012","2012","012","12 years","1","All first level school programmes","Number","37420"
"EDA42","Primary Pupils","2012","2012","012","12 years","11","All mainstream national school programmes","Number","36634"
"EDA42","Primary Pupils","2012","2012","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","37407"
"EDA42","Primary Pupils","2012","2012","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2012","2012","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2012","2012","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","012","12 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","012","12 years","116","4th class","Number","28"
"EDA42","Primary Pupils","2012","2012","012","12 years","117","5th class","Number","1529"
"EDA42","Primary Pupils","2012","2012","012","12 years","118","6th class","Number","35077"
"EDA42","Primary Pupils","2012","2012","012","12 years","121","Pupils with special needs in mainstream national schools","Number","238"
"EDA42","Primary Pupils","2012","2012","012","12 years","122","Pupils in special national schools","Number","535"
"EDA42","Primary Pupils","2012","2012","012","12 years","130","Pupils in private primary schools","Number","13"
"EDA42","Primary Pupils","2012","2012","013","13 years","1","All first level school programmes","Number","2265"
"EDA42","Primary Pupils","2012","2012","013","13 years","11","All mainstream national school programmes","Number","1544"
"EDA42","Primary Pupils","2012","2012","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","2264"
"EDA42","Primary Pupils","2012","2012","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","013","13 years","117","5th class","Number","27"
"EDA42","Primary Pupils","2012","2012","013","13 years","118","6th class","Number","1517"
"EDA42","Primary Pupils","2012","2012","013","13 years","121","Pupils with special needs in mainstream national schools","Number","54"
"EDA42","Primary Pupils","2012","2012","013","13 years","122","Pupils in special national schools","Number","666"
"EDA42","Primary Pupils","2012","2012","013","13 years","130","Pupils in private primary schools","Number","1"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","1","All first level school programmes","Number","28401"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","11","All mainstream national school programmes","Number","26798"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","27242"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","111","Junior infants","Number","26768"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","112","Senior infants","Number","30"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2012","2012","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","187"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","122","Pupils in special national schools","Number","257"
"EDA42","Primary Pupils","2012","2012","237","4 years and under","130","Pupils in private primary schools","Number","1159"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","1","All first level school programmes","Number","3103"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","11","All mainstream national school programmes","Number","33"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3103"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","115","3rd class","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","116","4th class","Number",""
"EDA42","Primary Pupils","2012","2012","283","14 years and over","117","5th class","Number","1"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","118","6th class","Number","32"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","121","Pupils with special needs in mainstream national schools","Number","23"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","122","Pupils in special national schools","Number","3047"
"EDA42","Primary Pupils","2012","2012","283","14 years and over","130","Pupils in private primary schools","Number",""
"EDA42","Primary Pupils","2012","2012","-","All ages","1","All first level school programmes","Number","521677"
"EDA42","Primary Pupils","2012","2012","-","All ages","11","All mainstream national school programmes","Number","506216"
"EDA42","Primary Pupils","2012","2012","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","516458"
"EDA42","Primary Pupils","2012","2012","-","All ages","111","Junior infants","Number","68745"
"EDA42","Primary Pupils","2012","2012","-","All ages","112","Senior infants","Number","64104"
"EDA42","Primary Pupils","2012","2012","-","All ages","113","1st class","Number","64151"
"EDA42","Primary Pupils","2012","2012","-","All ages","114","2nd class","Number","64477"
"EDA42","Primary Pupils","2012","2012","-","All ages","115","3rd class","Number","63142"
"EDA42","Primary Pupils","2012","2012","-","All ages","116","4th class","Number","61987"
"EDA42","Primary Pupils","2012","2012","-","All ages","117","5th class","Number","60408"
"EDA42","Primary Pupils","2012","2012","-","All ages","118","6th class","Number","59202"
"EDA42","Primary Pupils","2012","2012","-","All ages","121","Pupils with special needs in mainstream national schools","Number","2822"
"EDA42","Primary Pupils","2012","2012","-","All ages","122","Pupils in special national schools","Number","7420"
"EDA42","Primary Pupils","2012","2012","-","All ages","130","Pupils in private primary schools","Number","5219"
"EDA42","Primary Pupils","2013","2013","005","5 years","1","All first level school programmes","Number","70398"
"EDA42","Primary Pupils","2013","2013","005","5 years","11","All mainstream national school programmes","Number","69174"
"EDA42","Primary Pupils","2013","2013","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","69854"
"EDA42","Primary Pupils","2013","2013","005","5 years","111","Junior infants","Number","43653"
"EDA42","Primary Pupils","2013","2013","005","5 years","112","Senior infants","Number","25452"
"EDA42","Primary Pupils","2013","2013","005","5 years","113","1st class","Number","69"
"EDA42","Primary Pupils","2013","2013","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2013","2013","005","5 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2013","2013","005","5 years","116","4th class","Number",""
"EDA42","Primary Pupils","2013","2013","005","5 years","117","5th class","Number",""
"EDA42","Primary Pupils","2013","2013","005","5 years","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","005","5 years","121","Pupils with special needs in mainstream national schools","Number","373"
"EDA42","Primary Pupils","2013","2013","005","5 years","122","Pupils in special national schools","Number","307"
"EDA42","Primary Pupils","2013","2013","005","5 years","130","Pupils in private primary schools","Number","544"
"EDA42","Primary Pupils","2013","2013","006","6 years","1","All first level school programmes","Number","67063"
"EDA42","Primary Pupils","2013","2013","006","6 years","11","All mainstream national school programmes","Number","65735"
"EDA42","Primary Pupils","2013","2013","006","6 years","110","All first level education institutions aided by the Department of Education and Skills","Number","66517"
"EDA42","Primary Pupils","2013","2013","006","6 years","111","Junior infants","Number","847"
"EDA42","Primary Pupils","2013","2013","006","6 years","112","Senior infants","Number","41283"
"EDA42","Primary Pupils","2013","2013","006","6 years","113","1st class","Number","23534"
"EDA42","Primary Pupils","2013","2013","006","6 years","114","2nd class","Number","71"
"EDA42","Primary Pupils","2013","2013","006","6 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2013","2013","006","6 years","116","4th class","Number",""
"EDA42","Primary Pupils","2013","2013","006","6 years","117","5th class","Number",""
"EDA42","Primary Pupils","2013","2013","006","6 years","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","006","6 years","121","Pupils with special needs in mainstream national schools","Number","437"
"EDA42","Primary Pupils","2013","2013","006","6 years","122","Pupils in special national schools","Number","345"
"EDA42","Primary Pupils","2013","2013","006","6 years","130","Pupils in private primary schools","Number","546"
"EDA42","Primary Pupils","2013","2013","007","7 years","1","All first level school programmes","Number","64766"
"EDA42","Primary Pupils","2013","2013","007","7 years","11","All mainstream national school programmes","Number","63416"
"EDA42","Primary Pupils","2013","2013","007","7 years","110","All first level education institutions aided by the Department of Education and Skills","Number","64144"
"EDA42","Primary Pupils","2013","2013","007","7 years","111","Junior infants","Number","11"
"EDA42","Primary Pupils","2013","2013","007","7 years","112","Senior infants","Number","1006"
"EDA42","Primary Pupils","2013","2013","007","7 years","113","1st class","Number","38885"
"EDA42","Primary Pupils","2013","2013","007","7 years","114","2nd class","Number","23435"
"EDA42","Primary Pupils","2013","2013","007","7 years","115","3rd class","Number","79"
"EDA42","Primary Pupils","2013","2013","007","7 years","116","4th class","Number",""
"EDA42","Primary Pupils","2013","2013","007","7 years","117","5th class","Number",""
"EDA42","Primary Pupils","2013","2013","007","7 years","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","007","7 years","121","Pupils with special needs in mainstream national schools","Number","369"
"EDA42","Primary Pupils","2013","2013","007","7 years","122","Pupils in special national schools","Number","359"
"EDA42","Primary Pupils","2013","2013","007","7 years","130","Pupils in private primary schools","Number","622"
"EDA42","Primary Pupils","2013","2013","008","8 years","1","All first level school programmes","Number","65674"
"EDA42","Primary Pupils","2013","2013","008","8 years","11","All mainstream national school programmes","Number","64299"
"EDA42","Primary Pupils","2013","2013","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","65016"
"EDA42","Primary Pupils","2013","2013","008","8 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","008","8 years","112","Senior infants","Number","12"
"EDA42","Primary Pupils","2013","2013","008","8 years","113","1st class","Number","1101"
"EDA42","Primary Pupils","2013","2013","008","8 years","114","2nd class","Number","38971"
"EDA42","Primary Pupils","2013","2013","008","8 years","115","3rd class","Number","24139"
"EDA42","Primary Pupils","2013","2013","008","8 years","116","4th class","Number","76"
"EDA42","Primary Pupils","2013","2013","008","8 years","117","5th class","Number",""
